image,colour_hex,colour_name,colour_family,colour_role,colour_share,chromatic,slot,n_match,n_near,best_delta_e,match_ids,near_ids
content/swipe/fashion shows ss27/IMG_0843.png,4F1911,rust,orange,accent,0.122,True,shoes,1,4,6.9,B055-P001,B039-P003;B001-P004;B009-P004;B029-P002
content/swipe/fashion shows ss27/IMG_0843.png,4F1911,rust,orange,accent,0.122,True,bag,0,2,12.8,,B054-P003;B043-P005
content/swipe/fashion shows ss27/IMG_0843.png,4F1911,rust,orange,accent,0.122,True,accessory,1,4,3.3,B025-P008,B021-P009;B031-P009;B032-P001;B020-P006
content/swipe/fashion shows ss27/IMG_0843.png,4F1911,rust,orange,accent,0.122,True,base,1,5,8.4,B003-P001,B005-P001;B026-P009;B062-P008;B002-P001;B062-P007
content/swipe/fashion shows ss27/IMG_0843.png,4F1911,rust,orange,accent,0.122,True,multiple,9,41,2.5,B045-P001;B022-P022;B022-P015;B036-P003;B046-P009;B023-P001;B033-P002;B042-P007,B026-P007;B022-P007;B024-P002;B023-P006;B022-P005;B024-P006;B016-P004;B022-P021
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,layer,55,36,3.6,B060-P003;B060-P002;B027-P006;B021-P022;B042-P017;B059-P001;B008-P003;B042-P015,B048-P001;B055-P011;B040-P004;B040-P006;B027-P008;B037-P005;B011-P005;B021-P027
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,top,44,33,2.4,B021-P005;B021-P004;B021-P012;B007-P001;B041-P008;B021-P024;B021-P023;B062-P001,B055-P006;B025-P003;B028-P008;B039-P002;B062-P011;B028-P009;B062-P004;B057-P003
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,bottom,17,11,3.3,B015-P005;B018-P002;B016-P001;B021-P011;B052-P006;B021-P010;B021-P003;B020-P003,B020-P001;B011-P002;B044-P019;B044-P018;B011-P001;B015-P001;B050-P003;B056-P001
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,dress,9,1,5.5,B042-P010;B041-P006;B033-P004;B041-P007;B042-P021;B042-P030;B042-P011;B042-P014,B041-P002
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,shoes,4,3,4.8,B001-P004;B009-P004;B039-P003;B055-P001,B029-P002;B037-P004;B053-P001
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,bag,5,1,6.5,B054-P003;B053-P005;B043-P005;B043-P006;B056-P004,B053-P004
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,accessory,6,3,6.7,B021-P009;B031-P009;B032-P001;B025-P008;B019-P002;B021-P001,B020-P006;B031-P001;B055-P003
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,base,3,2,4.3,B003-P001;B062-P007;B062-P008,B005-P001;B002-P001
content/swipe/fashion shows ss27/IMG_0843.png,210D0A,off-black,black,accent,0.067,True,multiple,60,42,3.3,B032-P003;B036-P003;B023-P016;B022-P005;B023-P001;B033-P002;B056-P006;B042-P006,B028-P010;B049-P003;B039-P004;B044-P006;B047-P004;B045-P001;B022-P012;B034-P003
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,layer,25,66,3.3,B015-P003;B013-P001;B021-P022;B042-P018;B060-P002;B059-P001;B008-P003;B028-P002,B028-P001;B037-P007;B001-P001;B009-P001;B042-P004;B061-P002;B042-P003;B028-P003
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,top,37,46,3.0,B021-P024;B031-P002;B021-P005;B052-P002;B007-P003;B031-P007;B062-P011;B026-P010,B030-P001;B054-P004;B059-P005;B062-P002;B052-P001;B014-P001;B032-P004;B031-P005
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,bottom,7,22,1.8,B021-P011;B021-P010;B021-P003;B018-P002;B050-P003;B016-P001;B015-P005,B020-P004;B015-P002;B020-P003;B020-P001;B052-P006;B021-P015;B042-P022;B011-P002
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,dress,4,6,5.2,B041-P006;B041-P007;B042-P010;B033-P004,B042-P031;B042-P014;B042-P011;B042-P021;B042-P030;B041-P002
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,shoes,5,2,3.5,B055-P001;B039-P003;B001-P004;B009-P004;B029-P002,B037-P004;B053-P001
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,bag,2,4,6.6,B054-P003;B043-P005,B053-P005;B056-P004;B053-P004;B043-P006
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,accessory,5,5,4.9,B025-P008;B021-P009;B031-P009;B032-P001;B020-P006,B021-P001;B019-P002;B055-P003;B031-P001;B037-P009
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,base,5,1,3.7,B003-P001;B005-P001;B062-P008;B062-P007;B002-P001,B026-P009
content/swipe/fashion shows ss27/IMG_0844.png,40241F,espresso,brown,dominant,0.342,True,multiple,30,74,4.0,B032-P003;B042-P007;B033-P002;B036-P003;B026-P007;B022-P007;B023-P001;B024-P002,B021-P026;B026-P011;B023-P011;B024-P003;B023-P014;B026-P005;B042-P005;B052-P007
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,layer,12,25,3.3,B008-P003;B041-P004;B043-P002;B041-P005;B043-P003;B040-P002;B054-P001;B038-P001,B060-P005;B021-P018;B021-P016;B054-P002;B061-P002;B054-P007;B021-P014;B042-P018
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,top,9,25,8.6,B016-P002;B030-P001;B062-P002;B027-P004;B062-P005;B055-P002;B042-P028;B031-P005,B030-P002;B062-P012;B057-P005;B062-P009;B016-P003;B021-P012;B008-P002;B021-P005
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,bottom,4,7,6.4,B020-P003;B042-P040;B044-P010;B042-P041,B048-P003;B050-P003;B048-P002;B052-P004;B050-P002;B052-P003;B007-P002
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,dress,0,1,18.6,,B042-P010
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,shoes,3,3,5.0,B001-P004;B009-P004;B029-P002,B062-P017;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,bag,1,1,9.0,B056-P004,B053-P005
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,accessory,3,5,5.8,B019-P002;B037-P009;B037-P008,B020-P006;B021-P001;B021-P009;B001-P003;B009-P003
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,base,2,1,7.5,B005-P001;B002-P001,B003-P001
content/swipe/fashion shows ss27/IMG_0844.png,7E706C,stone,warm neutral,secondary,0.21,False,multiple,17,57,2.0,B023-P010;B024-P003;B024-P006;B022-P013;B042-P019;B025-P004;B018-P003;B046-P010,B044-P009;B043-P007;B062-P019;B050-P001;B053-P002;B042-P002;B023-P001;B062-P018
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,layer,62,35,4.0,B023-P012;B059-P001;B055-P008;B028-P001;B042-P016;B041-P004;B028-P003;B054-P001,B028-P005;B021-P002;B055-P014;B061-P001;B042-P004;B054-P006;B021-P019;B042-P003
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,top,51,37,2.2,B058-P003;B027-P002;B014-P001;B054-P004;B030-P004;B028-P013;B031-P002;B034-P002,B021-P004;B028-P008;B042-P028;B021-P012;B042-P024;B062-P009;B010-P004;B059-P006
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,bottom,14,17,5.2,B015-P002;B020-P003;B020-P001;B020-P004;B015-P001;B049-P001;B041-P003;B044-P018,B018-P002;B015-P005;B052-P006;B016-P001;B011-P001;B021-P010;B019-P001;B042-P040
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,dress,5,5,6.0,B041-P006;B041-P007;B033-P004;B042-P031;B042-P014,B042-P010;B042-P011;B041-P002;B042-P021;B042-P030
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,shoes,7,3,4.7,B001-P004;B009-P004;B037-P004;B039-P003;B053-P001;B029-P002;B055-P001,B062-P017;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,bag,4,2,7.1,B056-P004;B043-P005;B054-P003;B053-P004,B053-P005;B043-P006
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,accessory,8,5,4.3,B031-P009;B032-P001;B021-P001;B055-P003;B019-P002;B020-P006;B037-P009;B021-P009,B031-P001;B025-P008;B001-P003;B009-P003;B037-P008
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,base,5,0,3.9,B062-P008;B005-P001;B062-P007;B002-P001;B003-P001,
content/swipe/fashion shows ss27/IMG_0844.png,42393B,dark grey,grey,secondary,0.208,False,multiple,89,17,1.8,B046-P009;B050-P001;B030-P006;B022-P021;B026-P003;B030-P005;B023-P011;B026-P004,B023-P016;B036-P003;B023-P001;B042-P012;B044-P016;B030-P007;B021-P026;B034-P003
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,layer,11,18,4.4,B060-P006;B058-P005;B041-P004;B043-P002;B048-P001;B001-P001;B009-P001;B046-P003,B019-P004;B027-P008;B021-P016;B054-P006;B021-P017;B043-P004;B060-P002;B061-P003
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,top,22,30,4.4,B062-P002;B059-P003;B025-P003;B042-P028;B062-P015;B058-P002;B062-P012;B025-P001,B042-P025;B016-P003;B028-P014;B062-P006;B032-P004;B028-P013;B010-P003;B033-P001
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,bottom,10,9,5.0,B021-P011;B042-P038;B021-P010;B042-P040;B042-P041;B007-P002;B048-P002;B011-P002,B048-P003;B044-P010;B062-P021;B051-P001;B050-P002;B051-P002;B050-P007;B050-P008
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,dress,1,1,7.7,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,shoes,1,4,7.5,B062-P017,B053-P001;B029-P002;B001-P004;B009-P004
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,accessory,3,2,10.9,B025-P008;B037-P008;B045-P004,B020-P006;B037-P009
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,base,1,3,6.3,B004-P001,B003-P001;B062-P007;B005-P001
content/swipe/fashion shows ss27/IMG_0844.png,B2B0A6,oatmeal,warm neutral,secondary,0.132,False,multiple,59,30,2.0,B025-P006;B023-P005;B043-P007;B036-P008;B026-P002;B021-P008;B021-P007;B022-P013,B026-P004;B050-P001;B036-P002;B028-P006;B052-P007;B025-P005;B042-P005;B025-P004
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,layer,12,13,2.2,B021-P016;B054-P006;B021-P017;B046-P003;B048-P001;B001-P001;B009-P001;B027-P008,B019-P004;B058-P005;B043-P004;B061-P003;B011-P006;B060-P006;B021-P013;B042-P020
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,top,29,19,2.9,B042-P009;B042-P024;B021-P004;B030-P001;B058-P002;B030-P003;B021-P025;B042-P028,B010-P003;B062-P012;B062-P013;B062-P002;B016-P003;B011-P007;B029-P001;B026-P010
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,bottom,13,5,5.5,B042-P041;B042-P040;B021-P011;B051-P001;B042-P038;B051-P002;B021-P010;B007-P002,B048-P003;B011-P002;B015-P004;B062-P021;B048-P002
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,dress,2,0,5.9,B042-P032;B042-P010,
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,shoes,1,2,9.5,B053-P001,B062-P017;B029-P002
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,accessory,0,3,12.6,,B025-P008;B020-P006;B045-P004
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,base,2,2,7.1,B004-P001;B062-P007,B003-P001;B026-P009
content/swipe/fashion shows ss27/IMG_0845.png,DBC2AA,cream,warm neutral,dominant,0.527,True,multiple,45,37,2.0,B026-P001;B026-P007;B046-P010;B022-P019;B052-P007;B022-P006;B062-P020;B022-P002,B022-P021;B022-P020;B028-P010;B022-P016;B044-P007;B046-P008;B022-P013;B023-P015
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,layer,9,7,1.8,B012-P002;B042-P020;B011-P006;B019-P004;B043-P002;B043-P004;B061-P003;B046-P003,B058-P005;B001-P001;B009-P001;B021-P016;B060-P006;B041-P004;B054-P006
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,top,20,15,2.9,B026-P010;B057-P002;B062-P012;B010-P001;B011-P008;B010-P003;B062-P013;B057-P006,B062-P015;B021-P004;B012-P003;B062-P001;B042-P024;B062-P002;B038-P002;B042-P027
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,bottom,8,3,2.0,B062-P021;B048-P003;B011-P002;B021-P010;B015-P004;B021-P011;B042-P039;B007-P002,B042-P038;B048-P002;B042-P041
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,dress,1,0,8.3,B042-P032,
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,shoes,0,1,14.3,,B062-P017
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,accessory,3,0,3.5,B020-P006;B045-P004;B025-P008,
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,base,1,1,6.2,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0845.png,F2F4F7,white,white,secondary,0.24,True,multiple,30,34,1.6,B046-P009;B036-P002;B028-P011;B049-P003;B027-P010;B027-P009;B042-P036;B022-P003,B033-P005;B022-P002;B022-P010;B025-P006;B036-P006;B026-P004;B021-P007;B022-P020
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,layer,68,28,3.6,B059-P001;B060-P002;B055-P008;B008-P003;B042-P016;B023-P012;B028-P001;B028-P002,B011-P005;B042-P020;B021-P027;B028-P004;B056-P003;B055-P010;B055-P007;B041-P001
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,top,60,26,2.2,B058-P003;B030-P004;B062-P010;B027-P002;B054-P004;B021-P023;B034-P002;B052-P002,B010-P004;B031-P003;B025-P003;B039-P007;B055-P004;B021-P006;B031-P008;B055-P006
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,bottom,19,12,5.1,B015-P002;B020-P001;B021-P011;B020-P004;B018-P002;B020-P003;B011-P002;B015-P005,B011-P001;B019-P001;B042-P040;B042-P038;B042-P023;B044-P019;B042-P033;B050-P003
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,dress,6,4,3.9,B041-P006;B041-P007;B033-P004;B042-P031;B042-P014;B042-P010,B042-P011;B041-P002;B042-P021;B042-P030
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,shoes,7,3,6.5,B039-P003;B037-P004;B001-P004;B009-P004;B029-P002;B053-P001;B055-P001,B001-P002;B009-P002;B062-P017
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,bag,5,1,6.7,B043-P005;B056-P004;B054-P003;B053-P004;B053-P005,B043-P006
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,accessory,7,3,3.5,B031-P009;B032-P001;B021-P001;B020-P006;B021-P009;B019-P002;B055-P003,B037-P009;B025-P008;B031-P001
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,base,5,0,3.1,B062-P008;B005-P001;B062-P007;B002-P001;B003-P001,
content/swipe/fashion shows ss27/IMG_0845.png,3D3134,dark grey,grey,secondary,0.126,False,multiple,90,16,3.3,B024-P006;B026-P004;B046-P009;B034-P001;B056-P006;B050-P001;B044-P017;B019-P007,B020-P005;B042-P012;B034-P003;B030-P007;B053-P002;B047-P004;B044-P001;B022-P015
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,layer,8,14,7.1,B021-P014;B021-P016;B021-P002;B054-P007;B040-P003;B040-P002;B021-P021;B015-P003,B041-P004;B041-P005;B008-P003;B042-P015;B043-P003;B012-P001;B043-P002;B055-P009
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,top,13,26,6.2,B032-P002;B040-P001;B042-P001;B051-P004;B047-P003;B055-P002;B016-P002;B047-P002,B052-P001;B030-P001;B050-P004;B062-P009;B041-P009;B059-P005;B059-P008;B057-P005
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,bottom,5,4,4.5,B052-P003;B050-P002;B052-P004;B042-P041;B042-P040,B015-P004;B050-P003;B020-P003;B044-P010
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,shoes,0,5,14.5,,B029-P002;B055-P001;B001-P004;B009-P004;B039-P003
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,bag,0,2,18.8,,B056-P004;B054-P003
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,accessory,0,5,15.2,,B019-P002;B037-P009;B025-P008;B037-P008;B020-P006
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,base,1,3,8.9,B062-P007,B002-P001;B026-P009;B003-P001
content/swipe/fashion shows ss27/IMG_0845.png,875A3D,taupe,warm neutral,accent,0.071,True,multiple,9,29,3.3,B022-P014;B046-P006;B023-P001;B042-P007;B022-P022;B047-P001;B062-P019;B021-P026,B046-P011;B020-P005;B022-P013;B006-P001;B023-P010;B022-P020;B044-P020;B032-P003
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,layer,77,15,3.6,B060-P004;B035-P003;B017-P001;B030-P008;B035-P002;B008-P001;B058-P001;B060-P006,B061-P004;B013-P001;B015-P003;B054-P006;B041-P004;B012-P001;B021-P002;B027-P007
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,top,59,19,1.8,B059-P008;B055-P005;B062-P009;B018-P001;B037-P003;B055-P004;B007-P003;B031-P003,B058-P007;B031-P005;B025-P001;B052-P002;B054-P005;B041-P008;B026-P010;B016-P003
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,bottom,26,2,2.5,B056-P001;B011-P002;B021-P003;B011-P001;B015-P002;B044-P018;B049-P001;B020-P001,B021-P011;B021-P010
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,dress,10,0,6.1,B042-P011;B033-P004;B042-P014;B042-P031;B042-P021;B041-P002;B041-P006;B042-P030,
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,shoes,5,4,7.7,B001-P004;B009-P004;B037-P004;B039-P003;B053-P001,B001-P002;B009-P002;B029-P002;B055-P001
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,bag,6,0,6.9,B053-P005;B053-P004;B043-P005;B043-P006;B056-P004;B054-P003,
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,accessory,7,3,2.6,B019-P002;B021-P001;B031-P001;B031-P009;B032-P001;B021-P009;B055-P003,B020-P006;B025-P008;B037-P009
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,base,4,1,7.1,B062-P007;B005-P001;B062-P008;B003-P001,B002-P001
content/swipe/fashion shows ss27/IMG_0846.png,201D28,aubergine,purple,dominant,0.928,False,multiple,84,18,2.9,B024-P009;B023-P008;B026-P002;B022-P011;B034-P003;B026-P003;B022-P012;B023-P004,B046-P009;B036-P003;B026-P007;B044-P011;B049-P003;B042-P007;B022-P007;B023-P011
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,layer,6,12,8.7,B043-P003;B059-P002;B059-P001;B008-P003;B043-P002;B037-P007,B060-P006;B021-P018;B054-P001;B038-P001;B041-P004;B061-P002;B058-P005;B060-P005
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,top,6,25,8.5,B016-P002;B007-P001;B028-P014;B057-P003;B062-P012;B062-P002,B011-P007;B021-P012;B021-P004;B016-P003;B042-P026;B055-P002;B011-P003;B055-P004
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,bottom,0,10,13.2,,B048-P002;B048-P003;B044-P010;B007-P002;B020-P003;B042-P041;B021-P010;B021-P011
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,dress,0,2,17.1,,B042-P010;B042-P032
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,shoes,3,3,8.3,B001-P004;B009-P004;B062-P017,B029-P002;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,bag,0,1,17.2,,B056-P004
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,accessory,2,4,6.3,B037-P009;B037-P008,B019-P002;B001-P003;B009-P003;B025-P008
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,base,1,3,8.4,B005-P001,B003-P001;B002-P001;B004-P001
content/swipe/fashion shows ss27/IMG_0847.png,918993,mid grey,grey,dominant,0.303,False,multiple,19,48,5.5,B018-P003;B050-P001;B036-P005;B044-P015;B057-P004;B006-P001;B025-P004;B024-P003,B022-P020;B023-P017;B043-P007;B022-P016;B036-P007;B062-P019;B062-P018;B023-P008
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,layer,10,17,6.2,B054-P001;B008-P003;B043-P002;B043-P003;B041-P004;B060-P004;B037-P007;B038-P001,B041-P005;B061-P002;B040-P002;B062-P014;B059-P002;B021-P018;B040-P003;B060-P005
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,top,2,30,6.7,B016-P002;B062-P012,B062-P002;B034-P002;B021-P012;B008-P002;B030-P002;B028-P014;B057-P005;B027-P004
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,bottom,0,8,13.1,,B020-P003;B048-P002;B044-P010;B048-P003;B042-P040;B042-P041;B052-P005;B049-P001
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,shoes,2,4,6.5,B001-P004;B009-P004,B062-P017;B001-P002;B009-P002;B029-P002
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,bag,1,1,10.3,B056-P004,B053-P005
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,accessory,3,5,7.0,B037-P009;B019-P002;B037-P008,B001-P003;B009-P003;B020-P006;B021-P001;B021-P009
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,base,1,1,7.7,B005-P001,B002-P001
content/swipe/fashion shows ss27/IMG_0847.png,7B727D,mauve,purple,secondary,0.263,False,multiple,13,38,7.7,B018-P003;B026-P008;B023-P010;B046-P010;B044-P005;B057-P004;B022-P017;B028-P010,B036-P005;B044-P009;B022-P013;B052-P007;B026-P003;B036-P007;B053-P002;B021-P008
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,layer,5,15,8.1,B060-P006;B043-P002;B059-P002;B058-P005;B041-P004,B059-P001;B043-P003;B021-P018;B008-P003;B011-P006;B037-P007;B048-P001;B046-P003
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,top,7,39,3.5,B057-P003;B007-P001;B011-P007;B028-P014;B052-P002;B021-P004;B042-P026,B062-P002;B021-P012;B025-P001;B042-P027;B058-P002;B016-P003;B025-P003;B016-P002
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,bottom,1,11,10.8,B048-P002,B007-P002;B048-P003;B021-P011;B021-P010;B015-P004;B042-P038;B011-P002;B042-P041
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,dress,0,2,14.7,,B042-P032;B042-P010
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,shoes,0,4,13.0,,B062-P017;B001-P004;B009-P004;B029-P002
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,accessory,2,3,11.4,B037-P008;B037-P009,B025-P008;B045-P004;B020-P006
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,base,0,4,13.9,,B004-P001;B005-P001;B062-P007;B003-P001
content/swipe/fashion shows ss27/IMG_0847.png,A79FA9,light grey,grey,secondary,0.215,False,multiple,37,44,5.1,B006-P001;B022-P015;B023-P015;B044-P007;B044-P015;B022-P016;B022-P013;B057-P004,B025-P004;B023-P016;B022-P008;B023-P011;B062-P018;B025-P005;B044-P006;B022-P018
content/swipe/fashion shows ss27/IMG_0847.png,615860,mid grey,grey,secondary,0.16,False,layer,20,37,4.8,B054-P002;B054-P001;B053-P006;B043-P003;B060-P004;B043-P001;B027-P007;B062-P014,B041-P005;B042-P016;B060-P003;B060-P005;B056-P002;B060-P002;B028-P003;B030-P010
content/swipe/fashion shows ss27/IMG_0847.png,615860,mid grey,grey,secondary,0.16,False,top,6,51,6.3,B008-P002;B057-P006;B030-P002;B057-P005;B034-P002;B054-P005,B031-P006;B059-P006;B058-P007;B058-P003;B039-P002;B027-P004;B014-P001;B028-P013
content/swipe/fashion shows ss27/IMG_0847.png,615860,mid grey,grey,secondary,0.16,False,bottom,1,13,11.6,B048-P003,B049-P001;B042-P041;B020-P003;B015-P002;B042-P040;B015-P001;B048-P004;B020-P001
